question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
970,"Given Google Search is just a simple text input and hasn't innovated further, how would you improve the user journey from the landing page?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product improvement; user experience
979,"Given the increase in travel-related content and the trend of 'revenge travel' post-COVID, design a new product for the travel space.",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; travel industry
980,"Given the pandemic, how would you build a software product to help parents monitor their child's increasing screen time on laptops and mobiles?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; parental controls
992,Google has just launched a new generational elevator. How would you convince customers to buy the product?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product marketing; go-to-market
993,Google PM Discussion Board.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; community platform
997,"Google wants to enter the grocery business. Mr. Sundar Pichai, the CEO, asks for your product design and strategy for this venture over the next 6-9 months. What is your plan?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product strategy; market entry
998,Google wants to launch a coding language. How should it go about it?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product strategy; developer tools
1012,Have you tried PowerPoint and what would you improve about it?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product improvement; PowerPoint
1013,Have you tried tools like Lovable?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Tool evaluation; behavioral question
1015,Help Deliveroo expand into the US.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Market expansion; strategy
1016,Help RealSelf expand into South Korea.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Market expansion; strategy
1017,Help Reddit expand into Japan.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Market expansion; strategy
1018,Help Spotify launch in South Africa.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Market expansion; strategy
1022,How can Facebook improve preparing for another pandemic?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product improvement; crisis preparedness
1023,How can Lyft build a product to improve transportation for patients and how will you monetize it?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; healthcare transportation
1029,How could e-commerce platforms enhance the shopping experience to be more inspirational?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product improvement; e-commerce
1033,How did you determine your positioning was effective?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Positioning; behavioral question
1036,"How did you scale a local strategy to a global one, and what changed in your approach?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Scaling strategy; behavioral question
1048,How do you approach strategic planning for a fast-growing organization?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Strategic planning; organizational growth
1055,How do you build an effective product-led growth strategy?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,PLG strategy; growth
1062,How do you collect insights and apply them to products?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Insight application; product development
1075,How do you define success metrics when launching a new feature?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; feature launch
1076,How do you define success metrics?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; general
1077,How do you define the right goals/KPIs/success criteria of the project?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Goal setting; KPI definition
1078,How do you design Amazon's Choice feature?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature design; recommendation system
1083,How do you determine the need for a particular product?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product need; market validation
1084,How do you determine which metrics are most important for executives to track?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Executive metrics; KPI selection
1085,How do you develop metrics for a project?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metric development; project metrics
1086,How do you differentiate your product in a crowded market?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product differentiation; strategy
1087,How do you drive adoption for a new product?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product adoption; go-to-market
1094,How do you ensure your data recommendations are actionable and aligned with business goals?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Data recommendations; business alignment
1099,How do you find the business value from an ambiguous question?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Business value; ambiguity handling
1103,How do you generate insights?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Insight generation; analytics
1127,How do you measure product-market fit?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product-market fit; metrics
1128,How do you measure the success of a product marketing campaign?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Marketing metrics; campaign success
1129,How do you measure the success of a project?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Project success; metrics
1150,How do you stay current with market trends and competitor activities?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Market intelligence; competitive analysis
1159,How do you turn analysis into business action?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Analysis to action; business impact
1160,How do you use AI?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,AI usage; behavioral question
1165,How does Capital One Shopping create value for Capital One?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Value creation; business model
1168,How does OpenTable make money?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Business model; revenue streams
1171,How does Uber Eats track success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success tracking; metrics
1174,How have you changed an opinion or direction using data?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Data-driven influence; behavioral question
1241,How would you allow a client to view the performance of a video on their social media ads?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Performance tracking; metrics
1249,How would you approach evaluating the performance of a specific business unit?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Performance evaluation; metrics
1255,How would you assess whether a new feature launch was successful?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature success; metrics
1292,How would you define success for Airbnb's Experiences?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; product definition
1293,"How would you define success for Instagram Reels and what metrics would you use? If Instagram Reels engagement is growing but Instagram Feed engagement is declining, what actions would you take?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; tradeoff analysis
1294,How would you define success metrics for an AI-oriented feature or product?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,AI metrics; success definition
1295,How would you define success metrics for Google Flight Search?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; product definition
1316,How would you determine success for Instagram Reels?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; product definition
1320,How would you determine the success of Facebook Videos?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; product definition
1321,How would you determine the success of Instagram search?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; product definition
1322,How would you determine the success of LinkedIn's Job feature?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; product definition
1340,How would you evaluate Facebook's emotion scale? What metrics and tests would you use?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics evaluation; product analysis
1345,How would you evaluate whether a new product launch was financially successful?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Financial success; metrics
1361,How would you go about customer satisfaction for Gmail?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Customer satisfaction; metrics
1424,"How would you improve the customer satisfaction rating (CSAT) for Costco, a membership-only retail store?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,CSAT improvement; metrics
1487,How would you measure engagement for a productivity app? What features or behaviors would you track?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Engagement metrics; metrics definition
1488,How would you measure improvements made to Facebook Messenger?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Improvement metrics; metrics definition
1489,How would you measure metrics for BART?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Transit metrics; metrics definition
1490,How would you measure success for Facebook Events?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; metrics definition
1491,How would you measure success for Facebook Reels?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; metrics definition
1492,"How would you measure success for Instagram Shops, excluding ad revenue?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; metrics definition
1493,How would you measure success metrics for Facebook Fundraisers?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; metrics definition
1494,How would you measure the metrics for TurboTax?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; metrics definition
1495,How would you measure the success of a local ads product at launch?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Launch metrics; metrics definition
1496,How would you measure the success of a personalized news feed?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; metrics definition
1497,How would you measure the success of a program?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Program metrics; metrics definition
1498,How would you measure the success of AI implementation at Netflix?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,AI metrics; metrics definition
1499,How would you measure the success of Asana's feature improvement to their ticketing system?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature metrics; metrics definition
1500,How would you measure the success of ChatGPT Search?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; metrics definition
1501,How would you measure the success of data insights presented to a B2B customer regarding their organization's health?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,B2B metrics; metrics definition
1502,How would you measure the success of Discord's new game purchasing feature?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature metrics; metrics definition
1503,How would you measure the success of discovery features on Instagram?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature metrics; metrics definition
1504,How would you measure the success of EdX's search bar?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature metrics; metrics definition
1505,How would you measure the success of Facebook dating?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product metrics; metrics definition
1506,How would you measure the success of Facebook Live?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature metrics; metrics definition
1507,How would you measure the success of Facebook Portal?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product metrics; metrics definition
1508,How would you measure the success of Facebook Rooms?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature metrics; metrics definition
1509,How would you measure the success of FaceTime?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product metrics; metrics definition
1510,How would you measure the success of Google Calendar?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product metrics; metrics definition
1511,How would you measure the success of Google search results?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Search metrics; metrics definition
1512,How would you measure the success of improvements made to Uber's referral system?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Improvement metrics; metrics definition
1513,How would you measure the success of insights provided for an enterprise messaging app targeted toward admins?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,B2B metrics; metrics definition
1514,How would you measure the success of Snap Map?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature metrics; metrics definition
1515,How would you measure the success of the recommendation engine at Netflix?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Algorithm metrics; metrics definition
1516,How would you measure the success of your favorite product as the PMO?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product metrics; metrics definition
1560,How would you set a goal for Facebook Marketplace?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Goal setting; metrics definition
1561,How would you set a goal for Facebook reactions and measure it?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Goal setting; metrics definition
1562,How would you set goals and measure success for Webex?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Goal setting; metrics definition
1563,How would you set goals and metrics for Facebook Rooms?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Goal setting; metrics definition
1564,How would you set goals and metrics for Facebook Work Chat?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Goal setting; metrics definition
1565,How would you set goals for an Instagram shop?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Goal setting; metrics definition
1574,How would you track success at Slack?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success tracking; metrics definition
1583,How would you visualize sales and customer usage?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Data visualization; metrics
1610,"If you could choose 5 metrics for TikTok's customer service platform, what would they be?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics selection; metrics definition
1620,"If you had to create a dashboard for Netflix with only 3 metrics, what would they be?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Dashboard design; metrics definition
1628,"If you were a PM for Workplace, what metrics would you use to define success?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; metrics definition
1629,"If you were PM for a workplace chat app, what metrics would you use to measure its success?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; metrics definition
1631,"If you were the PM for Google Drive, what metrics would you prioritize?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics prioritization; metrics definition
1637,Imagine AirBnB is launching in a new region. Define success metrics for a one-page dashboard for executives.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Launch metrics; metrics definition
1640,Imagine you are a data scientist for Netflix. How would you use data to decide whether a TV series is worth renewing?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Renewal decision; metrics
1649,"Imagine you're a PM for Meta. What goals and metrics would you set for Horizon Worlds, a Meta Quest VR game?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,VR game metrics; metrics definition
1654,Imagine you're the PM for Uber Lite in a city of your choice. What metrics would you define to measure success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; metrics definition
1699,Instagram Likes,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics question; metrics definition
1703,Intercom introduced a feature to engage with users over SMS. How would you measure its success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature success; metrics definition
1706,"Is introducing Meta AI within Instagram DMs a good investment for Meta? If so, why? What are the goals you would set? What metrics would you track to see if it is working and to ensure product health?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Investment decision; metrics definition
1724,List your top three favorite products. How will you measure success and mention all possible areas?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; metrics definition
1726,Lyft Ride Requests,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics question; metrics definition
1729,Marketing Channel Attribution,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Attribution metrics; metrics definition
1732,Measure the success of StickerGiant's webpage.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Webpage metrics; metrics definition
1733,Measure the success of the Cybertruck announcement.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Announcement metrics; metrics definition
1734,Measure the success of the iPad Pro.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product metrics; metrics definition
1746,Monthly Post Success Analysis.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Post analysis; metrics definition
1747,Most Recent Transaction,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Transaction metrics; metrics definition
1750,"Name three software or hardware products you started using in the last three months. I will select one, and I would like you to explain how you will track user engagement with it. What factors shou...",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Engagement tracking; metrics definition
1757,OpenAI is launching AirPods-like hardware with built-in voice AI. How would you set goals and success metrics for it?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Hardware metrics; metrics definition
1758,OpenAI wants to launch a collaborative workspace for teams within ChatGPT. How would you define success metrics?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Workspace metrics; metrics definition
1762,"Pick a product of your choice. What are its goals, and what's in your monthly business review deck for the leadership team?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Business review; metrics definition
1802,Session Data Analysis.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Session analysis; metrics definition
1803,Set goals and metrics for Instagram Store. What if purchases increase but engagement drops in other app areas?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Goal setting; tradeoff analysis
1805,Set the success metrics for Google Maps.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; metrics definition
1847,"Suppose you work for a rideshare company like Uber. How would you visually represent correlation between ride duration, ride fare and ratings?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Data visualization; metrics
1857,Tell me about a decision you made based on a metric you were tracking.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Data-driven decision; behavioral question
1891,Tell me about a time data was the north star metric and how the analysis was performed.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,NSM analysis; behavioral question
1897,Tell me about a time when data helped you make a decision.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Data-driven decision; behavioral question
1960,Tell me about a time when you made a decision based on data and were wrong.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Data decision failure; behavioral question
1998,Tell me about a time when you used a specific metric to drive change in your department.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metric-driven change; behavioral question
2020,Tell me about a time when your analysis influenced a business decision.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Analysis impact; behavioral question
2022,Tell me about a time when your financial analysis changed a business decision.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Financial analysis; behavioral question
2032,Tell me about a time you built a dashboard.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Dashboard building; behavioral question
2090,Tell me about a time you used data to inform a marketing decision.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Data-driven marketing; behavioral question
2108,Tell me about the analytics you used for the earlier mentioned product.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Analytics; behavioral question
2144,"Tell me about your three favorite apps. As the CEO of one, what would be your most important KPI?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,KPI selection; metrics definition
2161,Tinder subscriptions renew monthly. Explain why different months may have different numbers of renewals.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Subscription patterns; metrics
2164,Top Earning Employees,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,SQL/metrics question; metrics
2166,Top Product Lines,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,SQL/metrics question; metrics
2167,Top Salaries by Department,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,SQL/metrics question; metrics
2168,Total Outfit Combinations,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,SQL/metrics question; metrics
2172,Uber Eats introduced a new promotional tab in their app. How would you measure its success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature success; metrics definition
2179,Walk me through a dashboard you built. What choices did you make?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Dashboard design; behavioral question
2218,"What are the key metrics for a food delivery app, particularly those indicating an oversupply or undersupply of restaurants and orders?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Food delivery metrics; metrics definition
2219,What are the key metrics you track for the product you currently manage?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Current metrics; behavioral question
2220,What are the key metrics you would use to measure the success of Google Sheets?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; metrics definition
2222,What are the KPIs for push notifications?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Push notification KPIs; metrics definition
2224,What are the metrics for contextual search on Instagram?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Search metrics; metrics definition
2227,What are the most important metrics for DoorDash?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,DoorDash metrics; metrics definition
2228,What are the most important metrics for Yelp?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Yelp metrics; metrics definition
2232,What are the success metrics for Meta's AI-powered messaging features?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,AI messaging metrics; metrics definition
2246,What are your current KPIs? How do you ensure you meet them?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Current KPIs; behavioral question
2295,What goals do you have for Facebook Marketplace?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Goal setting; metrics definition
2296,What goals would you set as PM for Facebook marketplaces?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Goal setting; metrics definition
2297,"What goals would you set for DoorDash, and what would be your North Star? How would you prioritize between launching new features to increase orders or simplifying the onboarding funnel to attract ...",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Goal setting; prioritization
2298,What goals would you set for the Reels recommendation engine?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Goal setting; metrics definition
2309,"What is a good North Star metric for the COO of a delivery company like FedEx, UPS, or Delhivery to monitor ground operations?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,NSM definition; metrics definition
